Поряд_номер;Номер победы;Партия;Дата запуска;Код;Номенклатура;Количество в заказе;Перемещено;Дефицит;Заказ обеспечен;Пометка удаления;Заказчик;Спецификация;Дата начала факт;Приоритет;Дата поступления КМД;Изделие;Заказ-Партия;Закуп подтвержден;ТН;Списание из Цент склада;Списание из ТН;Списание из Поступлений;Остаток дефицита
2816;02134;1;2020-02-05;00000004440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.176;0.176;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-05 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";02134-1;1;0.0;0.0;0.0;0.0;0.0
2817;02134;1;2020-02-05;00000011269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;134.736;134.736;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-05 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";02134-1;1;0.0;0.0;0.0;0.0;0.0
2818;02134;1;2020-02-05;00000011289;Лист 5 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;607.48;607.48;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-05 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";02134-1;1;0.0;0.0;0.0;0.0;0.0
2819;02134;1;2020-02-05;00000011726;Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;63.704;83.333;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-05 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";02134-1;1;0.0;0.0;0.0;0.0;0.0
2820;02134;1;2020-02-05;00000014979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;78.84;78.84;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-05 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";02134-1;1;0.0;0.0;0.0;0.0;0.0
2821;02134;1;2020-02-05;00000015205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;240.488;203.75;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-05 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";02134-1;1;0.0;0.0;0.0;0.0;0.0
2822;02134;1;2020-02-05;00000011270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;2565.936;2565.936;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-05 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";02134-1;1;0.0;0.0;0.0;0.0;0.0
2823;02134;1;2020-02-05;00000011265;Круг 16 ГОСТ 2590-88 09Г2С-12 ГОСТ 19281-2014;11.2;11.2;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-05 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";02134-1;1;0.0;0.0;0.0;0.0;0.0
2824;02134;1;2020-02-05;00000014228;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;57.12;57.12;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-05 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";02134-1;1;0.0;0.0;0.0;0.0;0.0
2825;02134;1;2020-02-05;00000015520;Труба 219х8 ГОСТ 10704-91 09Г2С-12 ГОСТ 19281-2014;466.24;0.0;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-05 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";02134-1;1;0.0;0.0;0.0;0.0;0.0
2826;02134;1;2020-02-05;00000011268;Уголок 32х32х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;242.28;0.0;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-05 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";02134-1;1;0.0;0.0;0.0;0.0;0.0
2827;02134;1;2020-02-05;00000014587;Уголок 100х100х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;536.24;544.0;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-05 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";02134-1;1;0.0;0.0;0.0;0.0;0.0
2828;02134;1;2020-02-05;00000011285;Швеллер 18 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;194.568;0.0;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-05 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";02134-1;1;0.0;0.0;0.0;0.0;0.0
2829;02134;1;2020-02-05;00000013009;Швеллер 10 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;81.28;81.28;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-05 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";02134-1;1;0.0;0.0;0.0;0.0;0.0
2830;02134;1;2020-02-05;00000000659;Шайба 20 Гл ГОСТ 11371-78;0.136;0.0;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-05 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";02134-1;1;0.0;0.0;0.0;0.0;0.0
2897;02139;1;2020-02-05;00000004440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.066;0.066;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-05 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";02139-1;1;0.0;0.0;0.0;0.0;0.0
2898;02139;1;2020-02-05;00000011269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;50.526;50.526;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-05 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";02139-1;1;0.0;0.0;0.0;0.0;0.0
2899;02139;1;2020-02-05;00000011289;Лист 5 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;227.805;213.043;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-05 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";02139-1;1;0.0;0.0;0.0;0.0;0.0
2900;02139;1;2020-02-05;00000011726;Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;23.889;31.818;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-05 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";02139-1;1;0.0;0.0;0.0;0.0;0.0
2901;02139;1;2020-02-05;00000014979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;29.565;29.565;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-05 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";02139-1;1;0.0;0.0;0.0;0.0;0.0
2902;02139;1;2020-02-05;00000015205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;90.183;96.25;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-05 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";02139-1;1;0.0;0.0;0.0;0.0;0.0
2903;02139;1;2020-02-05;00000011270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;962.226;885.143;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-05 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";02139-1;1;0.0;0.0;0.0;0.0;0.0
2904;02139;1;2020-02-05;00000011265;Круг 16 ГОСТ 2590-88 09Г2С-12 ГОСТ 19281-2014;4.2;4.2;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-05 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";02139-1;1;0.0;0.0;0.0;0.0;0.0
2905;02139;1;2020-02-05;00000014228;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;21.42;21.42;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-05 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";02139-1;1;0.0;0.0;0.0;0.0;0.0
2906;02139;1;2020-02-05;00000015520;Труба 219х8 ГОСТ 10704-91 09Г2С-12 ГОСТ 19281-2014;174.84;0.0;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-05 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";02139-1;1;0.0;0.0;0.0;0.0;0.0
2907;02139;1;2020-02-05;00000011268;Уголок 32х32х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;90.855;0.0;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-05 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";02139-1;1;0.0;0.0;0.0;0.0;0.0
2908;02139;1;2020-02-05;00000014587;Уголок 100х100х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;201.09;0.0;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-05 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";02139-1;1;0.0;0.0;0.0;0.0;0.0
2909;02139;1;2020-02-05;00000011285;Швеллер 18 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;72.963;0.0;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-05 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";02139-1;1;0.0;0.0;0.0;0.0;0.0
2910;02139;1;2020-02-05;00000013009;Швеллер 10 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;30.48;30.48;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-05 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";02139-1;1;0.0;0.0;0.0;0.0;0.0
2911;02139;1;2020-02-05;00000000659;Шайба 20 Гл ГОСТ 11371-78;0.051;0.0;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-05 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";02139-1;1;0.0;0.0;0.0;0.0;0.0
233;921719;1;2020-02-05;00000004440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.352;0.352;0.0;1.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;2020-02-05 00:00:00;0.0;2020-01-14 00:00:00;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;921719-1;1;0.0;0.0;0.0;0.0;0.0
