Поряд_номер;Номер победы;Партия;Дата запуска;Код;Номенклатура;Количество в заказе;Перемещено;Дефицит;Заказ обеспечен;Пометка удаления;Заказчик;Спецификация;Заказ-Партия;ТН;Списание из Цент склада;Списание из ТН;Списание из Поступлений;Остаток дефицита
104;92104;1;2019-12-18;13217;Уголок 50х50х5 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;45.12258065;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  4 от 25.12.2018;92104-1;0.0;0.0;0.0;0.0;0.0
105;92104;1;2019-12-18;13219;Уголок 70х70х6 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;390.475;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  4 от 25.12.2018;92104-1;0.0;0.0;0.0;0.0;0.0
106;92104;1;2019-12-18;13220;Уголок 90х90х7 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;16.41333333;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  4 от 25.12.2018;92104-1;0.0;0.0;0.0;0.0;0.0
107;92104;1;2019-12-18;13984;Уголок 140х140х12 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;121.57176471;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  4 от 25.12.2018;92104-1;0.0;0.0;0.0;0.0;0.0
109;92104;1;2019-12-18;15446;Уголок 35х35х4 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;23.15268817;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  4 от 25.12.2018;92104-1;0.0;0.0;0.0;0.0;0.0
110;92104;1;2019-12-18;15447;Уголок 45х45х4 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;13.50107527;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  4 от 25.12.2018;92104-1;0.0;0.0;0.0;0.0;0.0
111;92104;1;2019-12-18;15448;Уголок 50х50х4 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;281.93548387;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  4 от 25.12.2018;92104-1;0.0;0.0;0.0;0.0;0.0
112;92104;1;2019-12-18;14287;Уголок 110х110х8 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;661.75888889;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  4 от 25.12.2018;92104-1;0.0;0.0;0.0;0.0;0.0
114;92104;1;2019-12-18;00-00001139;Труба ДУ-Ц- 32х42,3х3,2 ГОСТ 3262-75 ст3 ГОСТ 380-2005;72.70588235;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  4 от 25.12.2018;92104-1;0.0;0.0;0.0;0.0;0.0
74;921256;1;2019-12-18;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.08888889;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  2 (1137) от 01.11.2019;921256-1;0.0;0.0;0.0;0.0;0.0
76;921256;1;2019-12-18;11269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;200.85647059;201.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  2 (1137) от 01.11.2019;921256-1;0.0;0.0;0.0;0.0;0.0
87;921256;1;2019-12-18;14979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;265.34545455;202.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  2 (1137) от 01.11.2019;921256-1;0.0;0.0;0.0;0.0;0.0
88;921256;1;2019-12-18;15205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;18.09882353;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  2 (1137) от 01.11.2019;921256-1;0.0;0.0;0.0;0.0;0.0
89;921256;1;2019-12-18;11270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;161.95268817;162.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  2 (1137) от 01.11.2019;921256-1;0.0;0.0;0.0;0.0;0.0
91;921256;1;2019-12-18;15427;Круг 24 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;180.23111111;91.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  2 (1137) от 01.11.2019;921256-1;0.0;0.0;0.0;0.0;0.0
98;921256;1;2019-12-18;11275;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;153.33913043;22.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  2 (1137) от 01.11.2019;921256-1;0.0;0.0;0.0;0.0;0.0
99;921256;1;2019-12-18;11278;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;534.91612903;535.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  2 (1137) от 01.11.2019;921256-1;0.0;0.0;0.0;0.0;0.0
100;921256;1;2019-12-18;11292;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 27772-2015;0.0;3669.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  2 (1137) от 01.11.2019;921256-1;0.0;0.0;0.0;0.0;0.0
101;921256;1;2019-12-18;12146;Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;1689.79784946;1690.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  2 (1137) от 01.11.2019;921256-1;0.0;0.0;0.0;0.0;0.0
108;921256;1;2019-12-18;15428;Уголок 35х35х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;2097.77204301;2098.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  2 (1137) от 01.11.2019;921256-1;0.0;0.0;0.0;0.0;0.0
113;921256;1;2019-12-18;00-00000512;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;3668.32;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  2 (1137) от 01.11.2019;921256-1;0.0;0.0;0.0;0.0;0.0
77;921720;1;2019-12-18;11280;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;2079.33506494;2080.0;0.0;1.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;921720-1;0.0;0.0;0.0;0.0;0.0
79;921720;1;2019-12-18;11726;Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;827.69655172;828.0;0.0;1.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;921720-1;0.0;0.0;0.0;0.0;0.0
95;921720;1;2019-12-18;17548;Труба 720х10 ГОСТ 10704-91 09Г2С-12 ГОСТ 19281-2014;8404.64;8399.0;0.0;1.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;921720-1;0.0;0.0;0.0;0.0;0.0
78;921721;1;2019-12-18;11280;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;1732.77922078;1733.0;0.0;1.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;921721-1;0.0;0.0;0.0;0.0;0.0
80;921721;1;2019-12-18;11726;Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;689.74712644;690.0;0.0;1.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;921721-1;0.0;0.0;0.0;0.0;0.0
96;921721;1;2019-12-18;17548;Труба 720х10 ГОСТ 10704-91 09Г2С-12 ГОСТ 19281-2014;8949.38888889;8950.0;0.0;1.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;921721-1;0.0;0.0;0.0;0.0;0.0
2730;92943;5;2019-12-18;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.57777778;1.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;92943-5;0.0;0.0;0.0;0.0;0.0
2731;92943;5;2019-12-18;11269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;3560.47058824;3561.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;92943-5;0.0;0.0;0.0;0.0;0.0
2732;92943;5;2019-12-18;11280;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;2119.3038961;2120.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;92943-5;0.0;0.0;0.0;0.0;0.0
2733;92943;5;2019-12-18;11275;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;10977.31304348;10978.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;92943-5;0.0;0.0;0.0;0.0;0.0
2734;92943;5;2019-12-18;11278;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;6735.92903226;6736.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;92943-5;0.0;0.0;0.0;0.0;0.0
2735;92943;5;2019-12-18;11281;Уголок 100х100х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;6446.30434783;6447.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;92943-5;0.0;0.0;0.0;0.0;0.0
2736;92943;5;2019-12-18;11283;Уголок 40х40х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;3182.20430108;3183.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;92943-5;0.0;0.0;0.0;0.0;0.0
2737;92943;5;2019-12-18;11292;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 27772-2015;13211.46666667;11877.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;92943-5;0.0;0.0;0.0;0.0;0.0
2738;92943;5;2019-12-18;12146;Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;33002.35913978;33003.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;92943-5;0.0;0.0;0.0;0.0;0.0
2739;92943;5;2019-12-18;15136;Уголок 80х80х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;12105.6;12106.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;92943-5;0.0;0.0;0.0;0.0;0.0
2740;92943;5;2019-12-18;15431;Уголок 45х45х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;1909.12688172;1910.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;92943-5;0.0;0.0;0.0;0.0;0.0
115;921257;1;2019-12-19;11267;Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;449.64705882;450.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  2 (1137) от 01.11.2019;921257-1;0.0;0.0;0.0;0.0;0.0
116;921257;1;2019-12-19;11726;Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;7732.90804598;7733.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  2 (1137) от 01.11.2019;921257-1;0.0;0.0;0.0;0.0;0.0
117;921257;1;2019-12-19;14979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;602.47727273;603.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  2 (1137) от 01.11.2019;921257-1;0.0;0.0;0.0;0.0;0.0
118;921257;1;2019-12-19;14106;Швеллер 20 У ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;3606.4;3607.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  2 (1137) от 01.11.2019;921257-1;0.0;0.0;0.0;0.0;0.0
2452;921720;2;2019-12-20;11280;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;2079.33506494;2080.0;0.0;1.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;921720-2;0.0;0.0;0.0;0.0;0.0
2453;921720;2;2019-12-20;11726;Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;827.69655172;828.0;0.0;1.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;921720-2;0.0;0.0;0.0;0.0;0.0
2458;921720;2;2019-12-20;17548;Труба 720х10 ГОСТ 10704-91 09Г2С-12 ГОСТ 19281-2014;8404.64;8405.0;0.0;1.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;921720-2;0.0;0.0;0.0;0.0;0.0
119;921747;1;2019-12-20;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.04444444;0.0;0.0;1.0;0.0; НЗНП Трейд;31/18 от 31.10.2019г. , Спецификация №12 от 31.10.2019;921747-1;0.0;0.0;0.0;0.0;0.0
120;921747;1;2019-12-20;11267;Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;488.03764706;0.0;0.0;1.0;0.0; НЗНП Трейд;31/18 от 31.10.2019г. , Спецификация №12 от 31.10.2019;921747-1;0.0;0.0;0.0;0.0;0.0
121;921747;1;2019-12-20;11269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;92.12470588;0.0;0.0;1.0;0.0; НЗНП Трейд;31/18 от 31.10.2019г. , Спецификация №12 от 31.10.2019;921747-1;0.0;0.0;0.0;0.0;0.0
122;921747;1;2019-12-20;11280;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;454.47272727;0.0;0.0;1.0;0.0; НЗНП Трейд;31/18 от 31.10.2019г. , Спецификация №12 от 31.10.2019;921747-1;0.0;0.0;0.0;0.0;0.0
123;921747;1;2019-12-20;11289;Лист 5 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;83.24883721;0.0;0.0;1.0;0.0; НЗНП Трейд;31/18 от 31.10.2019г. , Спецификация №12 от 31.10.2019;921747-1;0.0;0.0;0.0;0.0;0.0
124;921747;1;2019-12-20;14979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;13.59090909;0.0;0.0;1.0;0.0; НЗНП Трейд;31/18 от 31.10.2019г. , Спецификация №12 от 31.10.2019;921747-1;0.0;0.0;0.0;0.0;0.0
125;921747;1;2019-12-20;15205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;20.92235294;0.0;0.0;1.0;0.0; НЗНП Трейд;31/18 от 31.10.2019г. , Спецификация №12 от 31.10.2019;921747-1;0.0;0.0;0.0;0.0;0.0
126;921747;1;2019-12-20;11270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;16.0172043;0.0;0.0;1.0;0.0; НЗНП Трейд;31/18 от 31.10.2019г. , Спецификация №12 от 31.10.2019;921747-1;0.0;0.0;0.0;0.0;0.0
127;921747;1;2019-12-20;14228;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;9.95555556;0.0;0.0;1.0;0.0; НЗНП Трейд;31/18 от 31.10.2019г. , Спецификация №12 от 31.10.2019;921747-1;0.0;0.0;0.0;0.0;0.0
128;921747;1;2019-12-20;14236;Круг 22 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;1.65777778;0.0;0.0;1.0;0.0; НЗНП Трейд;31/18 от 31.10.2019г. , Спецификация №12 от 31.10.2019;921747-1;0.0;0.0;0.0;0.0;0.0
129;921747;1;2019-12-20;15303;Труба 426х9 ГОСТ 8732-78 09Г2С-12 ГОСТ 19281-2014;119.3;0.0;0.0;1.0;0.0; НЗНП Трейд;31/18 от 31.10.2019г. , Спецификация №12 от 31.10.2019;921747-1;0.0;0.0;0.0;0.0;0.0
130;921747;1;2019-12-20;11268;Уголок 32х32х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;13.30967742;0.0;0.0;1.0;0.0; НЗНП Трейд;31/18 от 31.10.2019г. , Спецификация №12 от 31.10.2019;921747-1;0.0;0.0;0.0;0.0;0.0
131;921747;1;2019-12-20;11275;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;15.69565217;0.0;0.0;1.0;0.0; НЗНП Трейд;31/18 от 31.10.2019г. , Спецификация №12 от 31.10.2019;921747-1;0.0;0.0;0.0;0.0;0.0
132;921747;1;2019-12-20;11278;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;26.02580645;0.0;0.0;1.0;0.0; НЗНП Трейд;31/18 от 31.10.2019г. , Спецификация №12 от 31.10.2019;921747-1;0.0;0.0;0.0;0.0;0.0
133;921747;1;2019-12-20;11283;Уголок 40х40х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;287.88817204;0.0;0.0;1.0;0.0; НЗНП Трейд;31/18 от 31.10.2019г. , Спецификация №12 от 31.10.2019;921747-1;0.0;0.0;0.0;0.0;0.0
134;921747;1;2019-12-20;11286;Уголок 75х75х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;9.88695652;0.0;0.0;1.0;0.0; НЗНП Трейд;31/18 от 31.10.2019г. , Спецификация №12 от 31.10.2019;921747-1;0.0;0.0;0.0;0.0;0.0
135;921747;1;2019-12-20;14587;Уголок 100х100х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;512.08695652;0.0;0.0;1.0;0.0; НЗНП Трейд;31/18 от 31.10.2019г. , Спецификация №12 от 31.10.2019;921747-1;0.0;0.0;0.0;0.0;0.0
136;921747;1;2019-12-20;15304;Швеллер 22 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;139.06666667;0.0;0.0;1.0;0.0; НЗНП Трейд;31/18 от 31.10.2019г. , Спецификация №12 от 31.10.2019;921747-1;0.0;0.0;0.0;0.0;0.0
137;921747;1;2019-12-20;00-00000512;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;433.58222222;0.0;0.0;1.0;0.0; НЗНП Трейд;31/18 от 31.10.2019г. , Спецификация №12 от 31.10.2019;921747-1;0.0;0.0;0.0;0.0;0.0
2450;92942;2;2019-12-20;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.15555556;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;92942-2;0.0;0.0;0.0;0.0;0.0
2451;92942;2;2019-12-20;11267;Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;306.20470588;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;92942-2;0.0;0.0;0.0;0.0;0.0
2454;92942;2;2019-12-20;11726;Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;2321.36091954;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;92942-2;0.0;0.0;0.0;0.0;0.0
2455;92942;2;2019-12-20;14979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;40.47272727;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;92942-2;0.0;0.0;0.0;0.0;0.0
2456;92942;2;2019-12-20;15180;Лист 30 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;1637.27272727;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;92942-2;0.0;0.0;0.0;0.0;0.0
2457;92942;2;2019-12-20;15205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;1681.89411765;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;92942-2;0.0;0.0;0.0;0.0;0.0
2459;92942;2;2019-12-20;11275;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;11098.88043478;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;92942-2;0.0;0.0;0.0;0.0;0.0
2460;92942;2;2019-12-20;11278;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;2065.63978495;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;92942-2;0.0;0.0;0.0;0.0;0.0
2461;92942;2;2019-12-20;11281;Уголок 100х100х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;834.20217391;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;92942-2;0.0;0.0;0.0;0.0;0.0
2462;92942;2;2019-12-20;11283;Уголок 40х40х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;484.88172043;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;92942-2;0.0;0.0;0.0;0.0;0.0
2463;92942;2;2019-12-20;11291;Уголок 110х110х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;4290.31555556;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;92942-2;0.0;0.0;0.0;0.0;0.0
2464;92942;2;2019-12-20;12037;Уголок 125х125х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;6060.32;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;92942-2;0.0;0.0;0.0;0.0;0.0
2465;92942;2;2019-12-20;12038;Уголок 140х140х9 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;7237.34666667;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;92942-2;0.0;0.0;0.0;0.0;0.0
2466;92942;2;2019-12-20;12146;Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;7596.51290323;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;92942-2;0.0;0.0;0.0;0.0;0.0
2467;92942;2;2019-12-20;15136;Уголок 80х80х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;16809.48043478;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;92942-2;0.0;0.0;0.0;0.0;0.0
2468;92942;2;2019-12-20;15165;Уголок 160х160х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;6028.46363636;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;92942-2;0.0;0.0;0.0;0.0;0.0
2469;92942;2;2019-12-20;15233;Уголок 180х180х11 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;5063.75058824;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;92942-2;0.0;0.0;0.0;0.0;0.0
2470;92942;2;2019-12-20;00-00000512;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;13399.00333333;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;92942-2;0.0;0.0;0.0;0.0;0.0
138;921740;1;2019-12-21;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;1.77777778;0.0;0.0;1.0;0.0; НЗНП Трейд;31/18 от 31.10.2019г. , Спецификация №12 от 31.10.2019;921740-1;0.0;0.0;0.0;0.0;0.0
143;921740;1;2019-12-21;11269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;1575.24705882;0.0;0.0;1.0;0.0; НЗНП Трейд;31/18 от 31.10.2019г. , Спецификация №12 от 31.10.2019;921740-1;0.0;0.0;0.0;0.0;0.0
